id;nome;descrição;preço;estoque
3805;Produto 3805;Descrição detalhada do Produto 3805;100.55;2
3806;Produto 3806;Descrição detalhada do Produto 3806;1286.37;4
3807;Produto 3807;Descrição detalhada do Produto 3807;545.4;263
3808;Produto 3808;Descrição detalhada do Produto 3808;1438.0;311
3809;Produto 3809;Descrição detalhada do Produto 3809;961.44;224
3810;Produto 3810;Descrição detalhada do Produto 3810;836.05;12
3811;Produto 3811;Descrição detalhada do Produto 3811;874.58;18
3812;Produto 3812;Descrição detalhada do Produto 3812;152.75;296
3813;Produto 3813;Descrição detalhada do Produto 3813;628.1;478
3814;Produto 3814;Descrição detalhada do Produto 3814;585.48;327
3815;Produto 3815;Descrição detalhada do Produto 3815;340.35;205
3816;Produto 3816;Descrição detalhada do Produto 3816;944.95;57
3817;Produto 3817;Descrição detalhada do Produto 3817;1170.18;305
3818;Produto 3818;Descrição detalhada do Produto 3818;697.88;355
3819;Produto 3819;Descrição detalhada do Produto 3819;72.47;38
3820;Produto 3820;Descrição detalhada do Produto 3820;1149.12;481
3821;Produto 3821;Descrição detalhada do Produto 3821;1285.53;320
3822;Produto 3822;Descrição detalhada do Produto 3822;327.0;490
3823;Produto 3823;Descrição detalhada do Produto 3823;1144.56;313
3824;Produto 3824;Descrição detalhada do Produto 3824;428.38;292
3825;Produto 3825;Descrição detalhada do Produto 3825;626.76;104
3826;Produto 3826;Descrição detalhada do Produto 3826;1068.07;1
3827;Produto 3827;Descrição detalhada do Produto 3827;268.02;84
3828;Produto 3828;Descrição detalhada do Produto 3828;798.6;401
3829;Produto 3829;Descrição detalhada do Produto 3829;731.22;334
3830;Produto 3830;Descrição detalhada do Produto 3830;59.14;210
3831;Produto 3831;Descrição detalhada do Produto 3831;713.16;137
3832;Produto 3832;Descrição detalhada do Produto 3832;1074.45;149
3833;Produto 3833;Descrição detalhada do Produto 3833;73.35;481
3834;Produto 3834;Descrição detalhada do Produto 3834;113.91;218
3835;Produto 3835;Descrição detalhada do Produto 3835;766.09;336
3836;Produto 3836;Descrição detalhada do Produto 3836;605.32;18
3837;Produto 3837;Descrição detalhada do Produto 3837;336.04;59
3838;Produto 3838;Descrição detalhada do Produto 3838;776.53;145
3839;Produto 3839;Descrição detalhada do Produto 3839;259.49;241
3840;Produto 3840;Descrição detalhada do Produto 3840;263.44;197
3841;Produto 3841;Descrição detalhada do Produto 3841;45.42;436
3842;Produto 3842;Descrição detalhada do Produto 3842;523.44;233
3843;Produto 3843;Descrição detalhada do Produto 3843;369.17;451
3844;Produto 3844;Descrição detalhada do Produto 3844;1423.29;6
3845;Produto 3845;Descrição detalhada do Produto 3845;829.52;208
3846;Produto 3846;Descrição detalhada do Produto 3846;1290.32;351
3847;Produto 3847;Descrição detalhada do Produto 3847;496.55;491
3848;Produto 3848;Descrição detalhada do Produto 3848;1084.06;363
3849;Produto 3849;Descrição detalhada do Produto 3849;1209.3;330
3850;Produto 3850;Descrição detalhada do Produto 3850;629.37;256
3851;Produto 3851;Descrição detalhada do Produto 3851;1213.06;281
3852;Produto 3852;Descrição detalhada do Produto 3852;1249.0;0
3853;Produto 3853;Descrição detalhada do Produto 3853;358.46;294
3854;Produto 3854;Descrição detalhada do Produto 3854;370.92;298
3855;Produto 3855;Descrição detalhada do Produto 3855;485.68;299
3856;Produto 3856;Descrição detalhada do Produto 3856;365.4;397
3857;Produto 3857;Descrição detalhada do Produto 3857;116.84;479
3858;Produto 3858;Descrição detalhada do Produto 3858;1409.96;175
3859;Produto 3859;Descrição detalhada do Produto 3859;911.1;233
3860;Produto 3860;Descrição detalhada do Produto 3860;1119.74;203
3861;Produto 3861;Descrição detalhada do Produto 3861;872.72;215
3862;Produto 3862;Descrição detalhada do Produto 3862;1306.34;467
3863;Produto 3863;Descrição detalhada do Produto 3863;472.02;183
3864;Produto 3864;Descrição detalhada do Produto 3864;408.43;45
3865;Produto 3865;Descrição detalhada do Produto 3865;351.2;95
3866;Produto 3866;Descrição detalhada do Produto 3866;375.75;40
3867;Produto 3867;Descrição detalhada do Produto 3867;999.43;26
3868;Produto 3868;Descrição detalhada do Produto 3868;1000.74;238
3869;Produto 3869;Descrição detalhada do Produto 3869;256.8;155
3870;Produto 3870;Descrição detalhada do Produto 3870;991.54;369
3871;Produto 3871;Descrição detalhada do Produto 3871;1415.6;335
3872;Produto 3872;Descrição detalhada do Produto 3872;1097.34;320
3873;Produto 3873;Descrição detalhada do Produto 3873;1152.32;22
3874;Produto 3874;Descrição detalhada do Produto 3874;178.3;101
3875;Produto 3875;Descrição detalhada do Produto 3875;619.17;271
3876;Produto 3876;Descrição detalhada do Produto 3876;293.17;444
3877;Produto 3877;Descrição detalhada do Produto 3877;833.82;240
3878;Produto 3878;Descrição detalhada do Produto 3878;359.89;228
3879;Produto 3879;Descrição detalhada do Produto 3879;595.71;120
3880;Produto 3880;Descrição detalhada do Produto 3880;156.69;64
3881;Produto 3881;Descrição detalhada do Produto 3881;8.68;202
3882;Produto 3882;Descrição detalhada do Produto 3882;207.0;227
3883;Produto 3883;Descrição detalhada do Produto 3883;1450.77;204
3884;Produto 3884;Descrição detalhada do Produto 3884;223.22;191
3885;Produto 3885;Descrição detalhada do Produto 3885;535.95;87
3886;Produto 3886;Descrição detalhada do Produto 3886;225.38;42
3887;Produto 3887;Descrição detalhada do Produto 3887;438.2;338
3888;Produto 3888;Descrição detalhada do Produto 3888;994.73;368
3889;Produto 3889;Descrição detalhada do Produto 3889;594.89;132
3890;Produto 3890;Descrição detalhada do Produto 3890;1067.11;242
3891;Produto 3891;Descrição detalhada do Produto 3891;753.55;151
3892;Produto 3892;Descrição detalhada do Produto 3892;163.15;357
3893;Produto 3893;Descrição detalhada do Produto 3893;355.32;224
3894;Produto 3894;Descrição detalhada do Produto 3894;156.1;314
3895;Produto 3895;Descrição detalhada do Produto 3895;925.75;354
3896;Produto 3896;Descrição detalhada do Produto 3896;655.7;57
3897;Produto 3897;Descrição detalhada do Produto 3897;132.57;48
3898;Produto 3898;Descrição detalhada do Produto 3898;276.97;379
3899;Produto 3899;Descrição detalhada do Produto 3899;1494.37;305
3900;Produto 3900;Descrição detalhada do Produto 3900;806.22;268
3901;Produto 3901;Descrição detalhada do Produto 3901;355.49;312
3902;Produto 3902;Descrição detalhada do Produto 3902;254.49;244
3903;Produto 3903;Descrição detalhada do Produto 3903;432.79;241
3904;Produto 3904;Descrição detalhada do Produto 3904;1168.76;190
3905;Produto 3905;Descrição detalhada do Produto 3905;857.24;267
3906;Produto 3906;Descrição detalhada do Produto 3906;1288.52;15
3907;Produto 3907;Descrição detalhada do Produto 3907;354.88;104
3908;Produto 3908;Descrição detalhada do Produto 3908;45.42;340
3909;Produto 3909;Descrição detalhada do Produto 3909;670.41;251
3910;Produto 3910;Descrição detalhada do Produto 3910;840.09;244
3911;Produto 3911;Descrição detalhada do Produto 3911;455.9;493
3912;Produto 3912;Descrição detalhada do Produto 3912;15.61;245
3913;Produto 3913;Descrição detalhada do Produto 3913;527.74;106
3914;Produto 3914;Descrição detalhada do Produto 3914;83.15;413
3915;Produto 3915;Descrição detalhada do Produto 3915;485.16;404
3916;Produto 3916;Descrição detalhada do Produto 3916;487.92;362
3917;Produto 3917;Descrição detalhada do Produto 3917;357.3;243
3918;Produto 3918;Descrição detalhada do Produto 3918;11.87;111
3919;Produto 3919;Descrição detalhada do Produto 3919;706.3;142
3920;Produto 3920;Descrição detalhada do Produto 3920;479.89;319
3921;Produto 3921;Descrição detalhada do Produto 3921;312.7;226
3922;Produto 3922;Descrição detalhada do Produto 3922;961.84;143
3923;Produto 3923;Descrição detalhada do Produto 3923;347.16;101
3924;Produto 3924;Descrição detalhada do Produto 3924;641.62;395
3925;Produto 3925;Descrição detalhada do Produto 3925;905.7;401
3926;Produto 3926;Descrição detalhada do Produto 3926;1281.55;130
3927;Produto 3927;Descrição detalhada do Produto 3927;1041.34;273
3928;Produto 3928;Descrição detalhada do Produto 3928;831.53;326
3929;Produto 3929;Descrição detalhada do Produto 3929;411.06;391
3930;Produto 3930;Descrição detalhada do Produto 3930;508.44;474
3931;Produto 3931;Descrição detalhada do Produto 3931;968.13;126
3932;Produto 3932;Descrição detalhada do Produto 3932;1177.93;360
3933;Produto 3933;Descrição detalhada do Produto 3933;239.72;39
3934;Produto 3934;Descrição detalhada do Produto 3934;592.44;225
3935;Produto 3935;Descrição detalhada do Produto 3935;321.6;448
3936;Produto 3936;Descrição detalhada do Produto 3936;1037.13;401
3937;Produto 3937;Descrição detalhada do Produto 3937;483.7;412
3938;Produto 3938;Descrição detalhada do Produto 3938;544.53;265
3939;Produto 3939;Descrição detalhada do Produto 3939;1370.45;244
3940;Produto 3940;Descrição detalhada do Produto 3940;627.56;4
3941;Produto 3941;Descrição detalhada do Produto 3941;665.89;22
3942;Produto 3942;Descrição detalhada do Produto 3942;914.26;29
3943;Produto 3943;Descrição detalhada do Produto 3943;395.28;228
3944;Produto 3944;Descrição detalhada do Produto 3944;142.81;327
3945;Produto 3945;Descrição detalhada do Produto 3945;1199.33;73
3946;Produto 3946;Descrição detalhada do Produto 3946;243.51;57
3947;Produto 3947;Descrição detalhada do Produto 3947;1346.68;53
3948;Produto 3948;Descrição detalhada do Produto 3948;1356.8;216
3949;Produto 3949;Descrição detalhada do Produto 3949;1481.41;492
3950;Produto 3950;Descrição detalhada do Produto 3950;785.01;123
3951;Produto 3951;Descrição detalhada do Produto 3951;1336.17;500
3952;Produto 3952;Descrição detalhada do Produto 3952;1060.33;232
3953;Produto 3953;Descrição detalhada do Produto 3953;989.65;41
3954;Produto 3954;Descrição detalhada do Produto 3954;1089.37;327
3955;Produto 3955;Descrição detalhada do Produto 3955;200.22;96
3956;Produto 3956;Descrição detalhada do Produto 3956;669.64;132
3957;Produto 3957;Descrição detalhada do Produto 3957;911.97;150
3958;Produto 3958;Descrição detalhada do Produto 3958;1465.35;69
3959;Produto 3959;Descrição detalhada do Produto 3959;248.6;9
3960;Produto 3960;Descrição detalhada do Produto 3960;1461.97;486
3961;Produto 3961;Descrição detalhada do Produto 3961;226.19;166
3962;Produto 3962;Descrição detalhada do Produto 3962;845.61;436
3963;Produto 3963;Descrição detalhada do Produto 3963;1252.02;303
3964;Produto 3964;Descrição detalhada do Produto 3964;449.58;348
3965;Produto 3965;Descrição detalhada do Produto 3965;387.93;480
3966;Produto 3966;Descrição detalhada do Produto 3966;819.0;455
3967;Produto 3967;Descrição detalhada do Produto 3967;209.55;44
3968;Produto 3968;Descrição detalhada do Produto 3968;1066.52;402
3969;Produto 3969;Descrição detalhada do Produto 3969;662.86;78
3970;Produto 3970;Descrição detalhada do Produto 3970;523.69;197
3971;Produto 3971;Descrição detalhada do Produto 3971;1005.23;483
3972;Produto 3972;Descrição detalhada do Produto 3972;1414.19;289
3973;Produto 3973;Descrição detalhada do Produto 3973;1463.91;155
3974;Produto 3974;Descrição detalhada do Produto 3974;631.75;206
3975;Produto 3975;Descrição detalhada do Produto 3975;353.04;24
3976;Produto 3976;Descrição detalhada do Produto 3976;929.85;86
3977;Produto 3977;Descrição detalhada do Produto 3977;629.19;166
3978;Produto 3978;Descrição detalhada do Produto 3978;764.35;377
3979;Produto 3979;Descrição detalhada do Produto 3979;374.95;355
3980;Produto 3980;Descrição detalhada do Produto 3980;113.28;499
3981;Produto 3981;Descrição detalhada do Produto 3981;74.09;314
3982;Produto 3982;Descrição detalhada do Produto 3982;182.69;306
3983;Produto 3983;Descrição detalhada do Produto 3983;1373.22;284
3984;Produto 3984;Descrição detalhada do Produto 3984;389.1;169
3985;Produto 3985;Descrição detalhada do Produto 3985;303.68;123
3986;Produto 3986;Descrição detalhada do Produto 3986;1057.48;378
3987;Produto 3987;Descrição detalhada do Produto 3987;731.34;58
3988;Produto 3988;Descrição detalhada do Produto 3988;960.22;170
3989;Produto 3989;Descrição detalhada do Produto 3989;1397.42;308
3990;Produto 3990;Descrição detalhada do Produto 3990;891.61;344
3991;Produto 3991;Descrição detalhada do Produto 3991;1123.16;245
3992;Produto 3992;Descrição detalhada do Produto 3992;936.26;369
3993;Produto 3993;Descrição detalhada do Produto 3993;1397.12;180
3994;Produto 3994;Descrição detalhada do Produto 3994;1241.46;277
3995;Produto 3995;Descrição detalhada do Produto 3995;1487.31;297
3996;Produto 3996;Descrição detalhada do Produto 3996;261.12;133
3997;Produto 3997;Descrição detalhada do Produto 3997;409.43;306
3998;Produto 3998;Descrição detalhada do Produto 3998;755.19;382
3999;Produto 3999;Descrição detalhada do Produto 3999;299.57;350
4000;Produto 4000;Descrição detalhada do Produto 4000;540.24;15
4001;Produto 4001;Descrição detalhada do Produto 4001;1135.36;74
4002;Produto 4002;Descrição detalhada do Produto 4002;29.67;441
4003;Produto 4003;Descrição detalhada do Produto 4003;955.44;436
4004;Produto 4004;Descrição detalhada do Produto 4004;1077.67;318
4005;Produto 4005;Descrição detalhada do Produto 4005;218.12;362
4006;Produto 4006;Descrição detalhada do Produto 4006;1285.81;225
4007;Produto 4007;Descrição detalhada do Produto 4007;1413.42;463
4008;Produto 4008;Descrição detalhada do Produto 4008;140.77;308
4009;Produto 4009;Descrição detalhada do Produto 4009;687.44;453
4010;Produto 4010;Descrição detalhada do Produto 4010;139.0;33
4011;Produto 4011;Descrição detalhada do Produto 4011;206.97;106
4012;Produto 4012;Descrição detalhada do Produto 4012;417.98;294
4013;Produto 4013;Descrição detalhada do Produto 4013;1170.88;69
4014;Produto 4014;Descrição detalhada do Produto 4014;392.39;193
4015;Produto 4015;Descrição detalhada do Produto 4015;464.51;350
4016;Produto 4016;Descrição detalhada do Produto 4016;465.37;41
4017;Produto 4017;Descrição detalhada do Produto 4017;772.7;256
4018;Produto 4018;Descrição detalhada do Produto 4018;1450.86;48
4019;Produto 4019;Descrição detalhada do Produto 4019;860.38;68
4020;Produto 4020;Descrição detalhada do Produto 4020;907.15;284
4021;Produto 4021;Descrição detalhada do Produto 4021;362.07;351
4022;Produto 4022;Descrição detalhada do Produto 4022;657.14;493
4023;Produto 4023;Descrição detalhada do Produto 4023;108.42;391
4024;Produto 4024;Descrição detalhada do Produto 4024;775.3;345
4025;Produto 4025;Descrição detalhada do Produto 4025;406.36;406
4026;Produto 4026;Descrição detalhada do Produto 4026;1401.87;125
4027;Produto 4027;Descrição detalhada do Produto 4027;1359.4;309
4028;Produto 4028;Descrição detalhada do Produto 4028;321.47;316
4029;Produto 4029;Descrição detalhada do Produto 4029;1439.71;16
4030;Produto 4030;Descrição detalhada do Produto 4030;914.72;90
4031;Produto 4031;Descrição detalhada do Produto 4031;783.79;425
4032;Produto 4032;Descrição detalhada do Produto 4032;1095.54;457
4033;Produto 4033;Descrição detalhada do Produto 4033;48.43;267
4034;Produto 4034;Descrição detalhada do Produto 4034;1228.51;496
4035;Produto 4035;Descrição detalhada do Produto 4035;656.89;459
4036;Produto 4036;Descrição detalhada do Produto 4036;603.04;131
4037;Produto 4037;Descrição detalhada do Produto 4037;891.09;236
4038;Produto 4038;Descrição detalhada do Produto 4038;1108.69;54
4039;Produto 4039;Descrição detalhada do Produto 4039;1160.83;386
4040;Produto 4040;Descrição detalhada do Produto 4040;325.55;496
4041;Produto 4041;Descrição detalhada do Produto 4041;1185.51;212
4042;Produto 4042;Descrição detalhada do Produto 4042;551.15;458
4043;Produto 4043;Descrição detalhada do Produto 4043;854.28;490
4044;Produto 4044;Descrição detalhada do Produto 4044;424.96;335
4045;Produto 4045;Descrição detalhada do Produto 4045;417.8;126
4046;Produto 4046;Descrição detalhada do Produto 4046;391.92;81
4047;Produto 4047;Descrição detalhada do Produto 4047;591.55;366
4048;Produto 4048;Descrição detalhada do Produto 4048;129.08;61
4049;Produto 4049;Descrição detalhada do Produto 4049;1263.67;363
4050;Produto 4050;Descrição detalhada do Produto 4050;353.76;362
4051;Produto 4051;Descrição detalhada do Produto 4051;438.21;283
4052;Produto 4052;Descrição detalhada do Produto 4052;1366.69;240
4053;Produto 4053;Descrição detalhada do Produto 4053;216.69;297
4054;Produto 4054;Descrição detalhada do Produto 4054;1020.08;478
4055;Produto 4055;Descrição detalhada do Produto 4055;102.56;434
4056;Produto 4056;Descrição detalhada do Produto 4056;456.89;198
4057;Produto 4057;Descrição detalhada do Produto 4057;1329.46;394
4058;Produto 4058;Descrição detalhada do Produto 4058;1438.13;363
4059;Produto 4059;Descrição detalhada do Produto 4059;904.43;134
4060;Produto 4060;Descrição detalhada do Produto 4060;264.74;376
4061;Produto 4061;Descrição detalhada do Produto 4061;909.83;110
4062;Produto 4062;Descrição detalhada do Produto 4062;1014.75;344
4063;Produto 4063;Descrição detalhada do Produto 4063;836.69;362
4064;Produto 4064;Descrição detalhada do Produto 4064;69.37;295
4065;Produto 4065;Descrição detalhada do Produto 4065;1310.1;234
4066;Produto 4066;Descrição detalhada do Produto 4066;918.56;1
4067;Produto 4067;Descrição detalhada do Produto 4067;751.48;247
4068;Produto 4068;Descrição detalhada do Produto 4068;1197.27;378
4069;Produto 4069;Descrição detalhada do Produto 4069;966.16;253
4070;Produto 4070;Descrição detalhada do Produto 4070;614.82;264
4071;Produto 4071;Descrição detalhada do Produto 4071;62.24;17
4072;Produto 4072;Descrição detalhada do Produto 4072;832.17;284
4073;Produto 4073;Descrição detalhada do Produto 4073;1111.62;108
4074;Produto 4074;Descrição detalhada do Produto 4074;661.68;219
4075;Produto 4075;Descrição detalhada do Produto 4075;550.39;494
4076;Produto 4076;Descrição detalhada do Produto 4076;700.23;55
4077;Produto 4077;Descrição detalhada do Produto 4077;272.22;39
4078;Produto 4078;Descrição detalhada do Produto 4078;289.48;399
4079;Produto 4079;Descrição detalhada do Produto 4079;38.91;417
4080;Produto 4080;Descrição detalhada do Produto 4080;414.29;381
4081;Produto 4081;Descrição detalhada do Produto 4081;1063.38;426
4082;Produto 4082;Descrição detalhada do Produto 4082;523.5;201
4083;Produto 4083;Descrição detalhada do Produto 4083;266.66;60
4084;Produto 4084;Descrição detalhada do Produto 4084;1014.65;220
4085;Produto 4085;Descrição detalhada do Produto 4085;970.68;192
4086;Produto 4086;Descrição detalhada do Produto 4086;48.62;57
4087;Produto 4087;Descrição detalhada do Produto 4087;393.55;77
4088;Produto 4088;Descrição detalhada do Produto 4088;1287.19;413
4089;Produto 4089;Descrição detalhada do Produto 4089;1424.01;256
4090;Produto 4090;Descrição detalhada do Produto 4090;1337.07;464
4091;Produto 4091;Descrição detalhada do Produto 4091;1237.42;445
4092;Produto 4092;Descrição detalhada do Produto 4092;1122.61;283
4093;Produto 4093;Descrição detalhada do Produto 4093;244.79;35
4094;Produto 4094;Descrição detalhada do Produto 4094;538.24;73
4095;Produto 4095;Descrição detalhada do Produto 4095;1458.4;330
4096;Produto 4096;Descrição detalhada do Produto 4096;185.82;135
4097;Produto 4097;Descrição detalhada do Produto 4097;614.54;94
4098;Produto 4098;Descrição detalhada do Produto 4098;63.91;266
4099;Produto 4099;Descrição detalhada do Produto 4099;1068.97;133
4100;Produto 4100;Descrição detalhada do Produto 4100;1473.53;490
4101;Produto 4101;Descrição detalhada do Produto 4101;392.71;402
4102;Produto 4102;Descrição detalhada do Produto 4102;429.97;479
4103;Produto 4103;Descrição detalhada do Produto 4103;1386.74;0
4104;Produto 4104;Descrição detalhada do Produto 4104;1140.79;86
4105;Produto 4105;Descrição detalhada do Produto 4105;1359.91;58
4106;Produto 4106;Descrição detalhada do Produto 4106;802.97;210
4107;Produto 4107;Descrição detalhada do Produto 4107;1362.77;362
4108;Produto 4108;Descrição detalhada do Produto 4108;369.42;181
4109;Produto 4109;Descrição detalhada do Produto 4109;1226.39;69
4110;Produto 4110;Descrição detalhada do Produto 4110;398.2;67
4111;Produto 4111;Descrição detalhada do Produto 4111;1155.32;281
4112;Produto 4112;Descrição detalhada do Produto 4112;568.56;267
4113;Produto 4113;Descrição detalhada do Produto 4113;890.14;113
4114;Produto 4114;Descrição detalhada do Produto 4114;359.33;93
4115;Produto 4115;Descrição detalhada do Produto 4115;679.55;163
4116;Produto 4116;Descrição detalhada do Produto 4116;1221.98;86
4117;Produto 4117;Descrição detalhada do Produto 4117;728.43;431
4118;Produto 4118;Descrição detalhada do Produto 4118;177.27;106
4119;Produto 4119;Descrição detalhada do Produto 4119;556.84;336
4120;Produto 4120;Descrição detalhada do Produto 4120;935.1;212
4121;Produto 4121;Descrição detalhada do Produto 4121;384.23;291
4122;Produto 4122;Descrição detalhada do Produto 4122;495.64;260
4123;Produto 4123;Descrição detalhada do Produto 4123;73.82;299
4124;Produto 4124;Descrição detalhada do Produto 4124;650.4;0
4125;Produto 4125;Descrição detalhada do Produto 4125;768.77;37
4126;Produto 4126;Descrição detalhada do Produto 4126;381.0;26
4127;Produto 4127;Descrição detalhada do Produto 4127;787.66;49
4128;Produto 4128;Descrição detalhada do Produto 4128;1377.8;164
4129;Produto 4129;Descrição detalhada do Produto 4129;22.33;393
4130;Produto 4130;Descrição detalhada do Produto 4130;1099.65;223
4131;Produto 4131;Descrição detalhada do Produto 4131;966.1;416
4132;Produto 4132;Descrição detalhada do Produto 4132;180.1;45
4133;Produto 4133;Descrição detalhada do Produto 4133;943.04;36
4134;Produto 4134;Descrição detalhada do Produto 4134;620.44;66
4135;Produto 4135;Descrição detalhada do Produto 4135;1042.28;383
4136;Produto 4136;Descrição detalhada do Produto 4136;679.2;59
4137;Produto 4137;Descrição detalhada do Produto 4137;1097.09;369
4138;Produto 4138;Descrição detalhada do Produto 4138;1054.83;482
4139;Produto 4139;Descrição detalhada do Produto 4139;1416.52;62
4140;Produto 4140;Descrição detalhada do Produto 4140;813.24;437
4141;Produto 4141;Descrição detalhada do Produto 4141;370.4;360
4142;Produto 4142;Descrição detalhada do Produto 4142;44.52;127
4143;Produto 4143;Descrição detalhada do Produto 4143;1320.11;424
4144;Produto 4144;Descrição detalhada do Produto 4144;1072.93;362
4145;Produto 4145;Descrição detalhada do Produto 4145;627.22;237
4146;Produto 4146;Descrição detalhada do Produto 4146;687.85;236
4147;Produto 4147;Descrição detalhada do Produto 4147;388.25;162
4148;Produto 4148;Descrição detalhada do Produto 4148;405.5;324
4149;Produto 4149;Descrição detalhada do Produto 4149;724.16;183
4150;Produto 4150;Descrição detalhada do Produto 4150;66.03;117
4151;Produto 4151;Descrição detalhada do Produto 4151;1488.12;485
4152;Produto 4152;Descrição detalhada do Produto 4152;970.65;284
4153;Produto 4153;Descrição detalhada do Produto 4153;1204.31;407
4154;Produto 4154;Descrição detalhada do Produto 4154;1030.53;321
4155;Produto 4155;Descrição detalhada do Produto 4155;724.45;288
4156;Produto 4156;Descrição detalhada do Produto 4156;1143.9;428
4157;Produto 4157;Descrição detalhada do Produto 4157;232.66;208
4158;Produto 4158;Descrição detalhada do Produto 4158;292.0;433
4159;Produto 4159;Descrição detalhada do Produto 4159;1035.11;196
4160;Produto 4160;Descrição detalhada do Produto 4160;335.05;461
4161;Produto 4161;Descrição detalhada do Produto 4161;160.54;465
4162;Produto 4162;Descrição detalhada do Produto 4162;609.33;43
4163;Produto 4163;Descrição detalhada do Produto 4163;234.68;82
4164;Produto 4164;Descrição detalhada do Produto 4164;34.96;358
4165;Produto 4165;Descrição detalhada do Produto 4165;228.37;290
4166;Produto 4166;Descrição detalhada do Produto 4166;1121.16;33
4167;Produto 4167;Descrição detalhada do Produto 4167;437.96;94
4168;Produto 4168;Descrição detalhada do Produto 4168;133.06;479
4169;Produto 4169;Descrição detalhada do Produto 4169;54.22;287
4170;Produto 4170;Descrição detalhada do Produto 4170;376.56;197
4171;Produto 4171;Descrição detalhada do Produto 4171;1129.91;317
4172;Produto 4172;Descrição detalhada do Produto 4172;339.86;303
4173;Produto 4173;Descrição detalhada do Produto 4173;535.57;263
4174;Produto 4174;Descrição detalhada do Produto 4174;536.48;35
4175;Produto 4175;Descrição detalhada do Produto 4175;993.18;430
4176;Produto 4176;Descrição detalhada do Produto 4176;76.66;284
4177;Produto 4177;Descrição detalhada do Produto 4177;910.04;284
4178;Produto 4178;Descrição detalhada do Produto 4178;507.43;32
4179;Produto 4179;Descrição detalhada do Produto 4179;358.23;84
4180;Produto 4180;Descrição detalhada do Produto 4180;11.68;499
4181;Produto 4181;Descrição detalhada do Produto 4181;710.21;88
4182;Produto 4182;Descrição detalhada do Produto 4182;915.99;433
4183;Produto 4183;Descrição detalhada do Produto 4183;940.33;52
4184;Produto 4184;Descrição detalhada do Produto 4184;1067.42;339
4185;Produto 4185;Descrição detalhada do Produto 4185;95.2;126
4186;Produto 4186;Descrição detalhada do Produto 4186;1143.74;336
4187;Produto 4187;Descrição detalhada do Produto 4187;881.03;230
4188;Produto 4188;Descrição detalhada do Produto 4188;464.84;319
4189;Produto 4189;Descrição detalhada do Produto 4189;1202.88;90
4190;Produto 4190;Descrição detalhada do Produto 4190;330.54;465
4191;Produto 4191;Descrição detalhada do Produto 4191;1088.09;183
4192;Produto 4192;Descrição detalhada do Produto 4192;1341.64;224
4193;Produto 4193;Descrição detalhada do Produto 4193;56.21;86
4194;Produto 4194;Descrição detalhada do Produto 4194;873.11;122
4195;Produto 4195;Descrição detalhada do Produto 4195;1177.9;70
4196;Produto 4196;Descrição detalhada do Produto 4196;568.3;342
4197;Produto 4197;Descrição detalhada do Produto 4197;1157.44;460
4198;Produto 4198;Descrição detalhada do Produto 4198;1448.96;216
4199;Produto 4199;Descrição detalhada do Produto 4199;491.58;425
4200;Produto 4200;Descrição detalhada do Produto 4200;906.62;288
4201;Produto 4201;Descrição detalhada do Produto 4201;1439.73;311
4202;Produto 4202;Descrição detalhada do Produto 4202;1192.22;239
4203;Produto 4203;Descrição detalhada do Produto 4203;524.2;437
4204;Produto 4204;Descrição detalhada do Produto 4204;895.0;412
4205;Produto 4205;Descrição detalhada do Produto 4205;559.35;108
4206;Produto 4206;Descrição detalhada do Produto 4206;245.44;332
4207;Produto 4207;Descrição detalhada do Produto 4207;136.49;352
4208;Produto 4208;Descrição detalhada do Produto 4208;209.46;65
4209;Produto 4209;Descrição detalhada do Produto 4209;1118.97;487
4210;Produto 4210;Descrição detalhada do Produto 4210;707.99;142
4211;Produto 4211;Descrição detalhada do Produto 4211;390.7;291
4212;Produto 4212;Descrição detalhada do Produto 4212;622.16;457
4213;Produto 4213;Descrição detalhada do Produto 4213;236.57;231
4214;Produto 4214;Descrição detalhada do Produto 4214;1396.08;352
4215;Produto 4215;Descrição detalhada do Produto 4215;127.32;268
4216;Produto 4216;Descrição detalhada do Produto 4216;186.33;182
4217;Produto 4217;Descrição detalhada do Produto 4217;743.57;396
4218;Produto 4218;Descrição detalhada do Produto 4218;413.31;286
4219;Produto 4219;Descrição detalhada do Produto 4219;1416.54;242
4220;Produto 4220;Descrição detalhada do Produto 4220;1302.16;399
4221;Produto 4221;Descrição detalhada do Produto 4221;1149.4;164
4222;Produto 4222;Descrição detalhada do Produto 4222;734.17;482
4223;Produto 4223;Descrição detalhada do Produto 4223;838.42;48
4224;Produto 4224;Descrição detalhada do Produto 4224;444.99;464
4225;Produto 4225;Descrição detalhada do Produto 4225;343.33;288
4226;Produto 4226;Descrição detalhada do Produto 4226;11.19;172
4227;Produto 4227;Descrição detalhada do Produto 4227;1349.38;449
4228;Produto 4228;Descrição detalhada do Produto 4228;1185.14;36
4229;Produto 4229;Descrição detalhada do Produto 4229;185.67;447
4230;Produto 4230;Descrição detalhada do Produto 4230;594.18;16
4231;Produto 4231;Descrição detalhada do Produto 4231;1418.3;259
4232;Produto 4232;Descrição detalhada do Produto 4232;735.72;355
4233;Produto 4233;Descrição detalhada do Produto 4233;12.2;210
4234;Produto 4234;Descrição detalhada do Produto 4234;186.32;486
4235;Produto 4235;Descrição detalhada do Produto 4235;455.49;251
4236;Produto 4236;Descrição detalhada do Produto 4236;658.51;413
4237;Produto 4237;Descrição detalhada do Produto 4237;432.46;109
